title,sdesc,desc,sku,image,cost-price,price,old-price,quantity,ves,SV_razmer_eu,SV_razmer_ru,SV_cvet,Param-uzor,Param-sostav,Param-strana,Param-Col,Param-Vendor,Kornevai
Бамбуковый халат Soft Touch (PM France 747),"","<p>
	<span style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"">Изысканный стиль и превосходное качество в новой коллекции женских халатов Soft Touch.</span><br style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"" />
	<br style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"" />
	<span style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"">Внешняя сторона под велюр невероятной мягкости, внутренняя - петельчатая махра, создающая приятный и легкий массажный эффект. Модель удлиненная. Классический фасон с поясом на талии и накладными карманами. Лаконичный дизайн, нежные пастельные тона, комбинированная отделка воротника, манжет и карманов. Брендированная вышивка Peche Monnaie на кармане.</span><br style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"" />
	<br style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"" />
	<span style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"">Бамбуковый материал гораздо легче обычного хлопка (при этом теплый), нежнее и приятнее к телу. Легко стирается и быстрее сохнет. Обладает гипоаллергенными, антибактериальными и дезодорирующими свойствами.&nbsp;</span><br style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"" />
	<span style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"">&nbsp;</span><br style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"" />
	<em style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"">Размер товара на модели:&nbsp;<strong>S&nbsp;</strong></em><br style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"" />
	<em style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"">Параметры модели:&nbsp;</em><strong style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;""><em>89-62-91</em></strong><br style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"" />
	<em style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"">Рост модели на фото:&nbsp;<strong>176</strong></em></p>
<p>Для женщин/Женские халаты/Бамбуковые халаты</p>",4620053205014,https://evateks.ru/foto/183576b.jpg https://evateks.ru/foto/183577b.jpg https://evateks.ru/foto/114855b.jpg https://evateks.ru/foto/114856b.jpg https://evateks.ru/foto/114857b.jpg https://evateks.ru/foto/114854b.jpg https://evateks.ru/foto/114853b.jpg,2985.84,5900.0,,0,1.2,XL,50-52,мятный,,"60% бамбук, 40% хлопок",Россия,"PM ""Soft Touch""",PECHE MONNAIE,Evatek
Бамбуковый халат Soft Touch (PM France 747),"","<p>
	<span style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"">Изысканный стиль и превосходное качество в новой коллекции женских халатов Soft Touch.</span><br style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"" />
	<br style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"" />
	<span style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"">Внешняя сторона под велюр невероятной мягкости, внутренняя - петельчатая махра, создающая приятный и легкий массажный эффект. Модель удлиненная. Классический фасон с поясом на талии и накладными карманами. Лаконичный дизайн, нежные пастельные тона, комбинированная отделка воротника, манжет и карманов. Брендированная вышивка Peche Monnaie на кармане.</span><br style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"" />
	<br style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"" />
	<span style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"">Бамбуковый материал гораздо легче обычного хлопка (при этом теплый), нежнее и приятнее к телу. Легко стирается и быстрее сохнет. Обладает гипоаллергенными, антибактериальными и дезодорирующими свойствами.&nbsp;</span><br style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"" />
	<span style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"">&nbsp;</span><br style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"" />
	<em style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"">Размер товара на модели:&nbsp;<strong>S&nbsp;</strong></em><br style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"" />
	<em style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"">Параметры модели:&nbsp;</em><strong style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;""><em>89-62-91</em></strong><br style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"" />
	<em style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"">Рост модели на фото:&nbsp;<strong>176</strong></em></p>
<p>Для женщин/Женские халаты/Бамбуковые халаты</p>",4620053205021,https://evateks.ru/foto/183576b.jpg https://evateks.ru/foto/183577b.jpg https://evateks.ru/foto/114855b.jpg https://evateks.ru/foto/114856b.jpg https://evateks.ru/foto/114857b.jpg https://evateks.ru/foto/114854b.jpg https://evateks.ru/foto/114853b.jpg,3286.14,6550.0,,0,1.2,2XL,54-56,мятный,,"60% бамбук, 40% хлопок",Россия,"PM ""Soft Touch""",PECHE MONNAIE,Evatek
Махровый бамбуковый халат Belette (PM France 735),"","<p>
	<span style=""font-size: 16px;""><span style=""font-family: Arial, Helvetica, sans-serif;"">Изысканный стиль и превосходное качество в новой коллекции женских халатов из махровой ткани с добавлением бамбука. Внешняя сторона под велюр, внутренняя - петельчатая махра, создающая приятный и легкий массажный эффект.<br />
	<br />
	Модель удлиненная. Классический фасон с поясом на талии и накладными карманами. Лаконичный дизайн, нежные пастельные тона, комбинированная отделка воротника, манжета рукава и карманов - ничего лишнего, удобно и красиво.<br />
	<br />
	<em>Размер товара на модели:&nbsp;</em><strong><em>S&nbsp;</em></strong><br />
	<em>Параметры модели:&nbsp;<strong>83-62-91</strong></em><br />
	<em>Рост модели на фото:&nbsp;</em><strong><em>175</em></strong>&nbsp;</span></span></p>
<p>Для женщин/Женские халаты/Бамбуковые халаты</p>",4620053199344,https://evateks.ru/foto/190266b.jpg https://evateks.ru/foto/114218b.jpg https://evateks.ru/foto/114217b.jpg https://evateks.ru/foto/114216b.jpg https://evateks.ru/foto/114215b.jpg https://evateks.ru/foto/114213b.jpg https://evateks.ru/foto/114214b.jpg,2406.3,5780.0,,0,1.3,S,42-44,розовато-лиловый,,"60% бамбук, 40% хлопок",Россия,"PM ""Belette"" ",PECHE MONNAIE,Evatek
Махровый бамбуковый халат Belette (PM France 735),"","<p>
	<span style=""font-size: 16px;""><span style=""font-family: Arial, Helvetica, sans-serif;"">Изысканный стиль и превосходное качество в новой коллекции женских халатов из махровой ткани с добавлением бамбука. Внешняя сторона под велюр, внутренняя - петельчатая махра, создающая приятный и легкий массажный эффект.<br />
	<br />
	Модель удлиненная. Классический фасон с поясом на талии и накладными карманами. Лаконичный дизайн, нежные пастельные тона, комбинированная отделка воротника, манжета рукава и карманов - ничего лишнего, удобно и красиво.<br />
	<br />
	<em>Рост модели 176 см, размер S.</em></span></span></p>
<p>Для женщин/Женские халаты/Бамбуковые халаты</p>",4620053199368,https://evateks.ru/foto/114212b.jpg https://evateks.ru/foto/114218b.jpg https://evateks.ru/foto/114217b.jpg https://evateks.ru/foto/114216b.jpg https://evateks.ru/foto/114215b.jpg https://evateks.ru/foto/114213b.jpg https://evateks.ru/foto/114214b.jpg,2406.3,5780.0,,0,1.3,L,48-50,розовато-лиловый,,"60% бамбук, 40% хлопок",Россия,"PM ""Belette"" ",PECHE MONNAIE,Evatek
Шикарный бамбуковый халат Belette (PM France 735),"","<p>
	<span style=""font-size: 16px;""><span style=""font-family: Arial, Helvetica, sans-serif;"">Изысканный стиль и превосходное качество в новой коллекции женских халатов из махровой ткани с добавлением бамбука. Внешняя сторона под велюр, внутренняя - петельчатая махра, создающая приятный и легкий массажный эффект. Модель удлиненная. Классический фасон с поясом на талии и накладными карманами. Лаконичный дизайн, нежные пастельные тона, комбинированная отделка воротника, манжета рукава и карманов - ничего лишнего, удобно и красиво.<br />
	<br />
	Женственный и нежный, он подарит комфорт, свободу и ощущение уюта и роскоши своей хозяйке!<br />
	<br />
	Бамбуковый материал гораздо легче обычного хлопка (при этом теплый), нежнее и приятнее к телу. Легко стирается и быстрее сохнет. Обладает гипоаллергенными и антибактериальными свойствами. Противостоит образованию запахов и имеет долгий срок службы.<br />
	&nbsp;<br />
	<em>Размер товара на модели:&nbsp;</em><strong><em>S&nbsp;</em></strong><br />
	<em>Параметры модели:&nbsp;<strong>83-62-91</strong></em><br />
	<em>Рост модели на фото:&nbsp;</em><strong><em>175</em></strong>&nbsp;</span></span></p>
<p>Для женщин/Женские халаты/Бамбуковые халаты</p>",4620053199252,https://evateks.ru/foto/190267b.jpg https://evateks.ru/foto/95777b.jpg https://evateks.ru/foto/95779b.jpg https://evateks.ru/foto/95776b.jpg https://evateks.ru/foto/95778b.jpg https://evateks.ru/foto/95775b.jpg https://evateks.ru/foto/95774b.jpg,2912.91,5780.0,,0,1.3,M,46-48,ментол,,"60% бамбук, 40% хлопок",Россия,"PM ""Belette"" ",PECHE MONNAIE,Evatek
Шикарный бамбуковый халат Belette (PM France 735),"","<p>
	<span style=""font-size: 16px;""><span style=""font-family: Arial, Helvetica, sans-serif;"">Изысканный стиль и превосходное качество в новой коллекции женских халатов из махровой ткани с добавлением бамбука. Внешняя сторона под велюр, внутренняя - петельчатая махра, создающая приятный и легкий массажный эффект. Модель удлиненная. Классический фасон с поясом на талии и накладными карманами. Лаконичный дизайн, нежные пастельные тона, комбинированная отделка воротника, манжета рукава и карманов - ничего лишнего, удобно и красиво.<br />
	<br />
	Женственный и нежный, он подарит комфорт, свободу и ощущение уюта и роскоши своей хозяйке!<br />
	<br />
	Бамбуковый материал гораздо легче обычного хлопка (при этом теплый), нежнее и приятнее к телу. Легко стирается и быстрее сохнет. Обладает гипоаллергенными и антибактериальными свойствами. Противостоит образованию запахов и имеет долгий срок службы.<br />
	&nbsp;<br />
	<em>Размер товара на модели:&nbsp;</em><strong><em>S&nbsp;</em></strong><br />
	<em>Параметры модели:&nbsp;<strong>83-62-91</strong></em><br />
	<em>Рост модели на фото:&nbsp;</em><strong><em>175</em></strong>&nbsp;</span></span></p>
<p>Для женщин/Женские халаты/Бамбуковые халаты</p>",4620053199269,https://evateks.ru/foto/190267b.jpg https://evateks.ru/foto/95777b.jpg https://evateks.ru/foto/95779b.jpg https://evateks.ru/foto/95776b.jpg https://evateks.ru/foto/95778b.jpg https://evateks.ru/foto/95775b.jpg https://evateks.ru/foto/95774b.jpg,3054.6,6940.0,,5,1.3,L,48-50,ментол,,"60% бамбук, 40% хлопок",Россия,"PM ""Belette"" ",PECHE MONNAIE,Evatek
Шикарный бамбуковый халат Belette (PM France 735),"","<p>
	<span style=""font-size: 16px;""><span style=""font-family: Arial, Helvetica, sans-serif;"">Изысканный стиль и превосходное качество в новой коллекции женских халатов из махровой ткани с добавлением бамбука. Внешняя сторона под велюр, внутренняя - петельчатая махра, создающая приятный и легкий массажный эффект. Модель удлиненная. Классический фасон с поясом на талии и накладными карманами. Лаконичный дизайн, нежные пастельные тона, комбинированная отделка воротника, манжета рукава и карманов - ничего лишнего, удобно и красиво.<br />
	<br />
	Женственный и нежный, он подарит комфорт, свободу и ощущение уюта и роскоши своей хозяйке!<br />
	<br />
	Бамбуковый материал гораздо легче обычного хлопка (при этом теплый), нежнее и приятнее к телу. Легко стирается и быстрее сохнет. Обладает гипоаллергенными и антибактериальными свойствами. Противостоит образованию запахов и имеет долгий срок службы.<br />
	&nbsp;<br />
	<em>Размер товара на модели:&nbsp;</em><strong><em>S&nbsp;</em></strong><br />
	<em>Параметры модели:&nbsp;<strong>83-62-91</strong></em><br />
	<em>Рост модели на фото:&nbsp;</em><strong><em>175</em></strong>&nbsp;</span></span></p>
<p>Для женщин/Женские халаты/Бамбуковые халаты</p>",4620053199276,https://evateks.ru/foto/190267b.jpg https://evateks.ru/foto/95777b.jpg https://evateks.ru/foto/95779b.jpg https://evateks.ru/foto/95776b.jpg https://evateks.ru/foto/95778b.jpg https://evateks.ru/foto/95775b.jpg https://evateks.ru/foto/95774b.jpg,3054.6,6940.0,,23,1.3,XL,50-52,ментол,,"60% бамбук, 40% хлопок",Россия,"PM ""Belette"" ",PECHE MONNAIE,Evatek
Шикарный бамбуковый халат Belette (PM France 735),"","<span style=""color: rgb(0, 0, 0); font-family: Arial, Helvetica, sans-serif; font-size: 16px;"">Изысканный стиль и превосходное качество в новой коллекции женских халатов из махровой ткани с добавлением бамбука. Внешняя сторона под велюр, внутренняя - петельчатая махра, создающая приятный и легкий массажный эффект.</span><br style=""color: rgb(0, 0, 0); font-family: Arial, Helvetica, sans-serif; font-size: 16px;"" />
<br style=""color: rgb(0, 0, 0); font-family: Arial, Helvetica, sans-serif; font-size: 16px;"" />
<span style=""color: rgb(0, 0, 0); font-family: Arial, Helvetica, sans-serif; font-size: 16px;"">Модель удлиненная. Классический фасон с поясом на талии и накладными карманами. Лаконичный дизайн, нежные пастельные тона, комбинированная отделка воротника, манжета рукава и карманов - ничего лишнего, удобно и красиво.</span><br style=""color: rgb(0, 0, 0); font-family: Arial, Helvetica, sans-serif; font-size: 16px;"" />
<br style=""color: rgb(0, 0, 0); font-family: Arial, Helvetica, sans-serif; font-size: 16px;"" />
<span style=""font-size: 16px;""><span style=""font-family: Arial, Helvetica, sans-serif;""><em>Размер товара на модели:&nbsp;</em><strong><em>S&nbsp;</em></strong><br />
<em>Параметры модели:&nbsp;<strong>83-62-91</strong></em><br />
<em>Рост модели на фото:&nbsp;</em><strong><em>175</em></strong>&nbsp;</span></span><p>Для женщин/Женские халаты/Бамбуковые халаты</p>",4620053199320,https://evateks.ru/foto/190268b.jpg https://evateks.ru/foto/114220b.jpg https://evateks.ru/foto/95794b.jpg https://evateks.ru/foto/95792b.jpg https://evateks.ru/foto/95789b.jpg https://evateks.ru/foto/95791b.jpg https://evateks.ru/foto/95790b.jpg,2912.91,5780.0,,0,1.3,XL,50-52,капучино,,"60% бамбук, 40% хлопок",Россия,"PM ""Belette"" ",PECHE MONNAIE,Evatek
Удлиненный велюровый халат Curves (E 383),"","<p>
	<span style=""font-size: 16px;""><span style=""font-family: Arial, Helvetica, sans-serif;"">Этот удлиненный и, в то же время, легкий велюровый халат идеально сидит на любой фигуре, подчеркивая красивые женские изгибы. Полноценные удобные карманы, небольшие кокетливые разрезы по бокам, внутренние завязки для удобной и надежной фиксации на талии. Рукава 7/8, которые можно подвернуть на удобную длину. Шов внутренний, поэтому аккуратный внешний вид будет сохранен.<br />
	<br />
	В таком халате приятно не только окунуться в мир спокойствия и уюта после рабочего дня, но и посвятить себя делам по дому. При этом вы всегда будете выглядеть привлекательной и женственной.<br />
	<br />
	<em> Размер товара на модели: <strong>42-44</strong>&nbsp;<br />
	Параметры модели:&nbsp;<strong>80-63-92</strong><br />
	Рост модели на фото:&nbsp;<strong>174</strong></em></span></span></p>
<p>Для женщин/Женские халаты/Велюровые халаты</p>",4620053207575,https://evateks.ru/foto/180746b.jpg https://evateks.ru/foto/180751b.jpg https://evateks.ru/foto/180750b.jpg https://evateks.ru/foto/180749b.jpg https://evateks.ru/foto/180748b.jpg https://evateks.ru/foto/180747b.jpg,1736.1,3960.0,,3,0.8,"",42-44,рубиновый,,"80% хлопок, 20% пэ",Россия,"E ""Curves""",EvaTeks,Evatek
Удлиненный велюровый халат Curves (E 383),"","<p style=""text-align: justify"">
	<span style=""color: rgb(0, 0, 0); font-family: Arial, Helvetica, sans-serif; font-size: 16px;"">Этот удлиненный и, в то же время, легкий велюровый халат идеально сидит на любой фигуре, подчеркивая красивые женские изгибы. Полноценные удобные карманы, небольшие кокетливые разрезы по бокам, внутренние завязки для удобной и надежной фиксации на талии. Рукава 7/8, которые можно подвернуть на удобную длину. Шов внутренний, поэтому аккуратный внешний вид будет сохранен.</span><br style=""color: rgb(0, 0, 0); font-family: Arial, Helvetica, sans-serif; font-size: 16px;"" />
	<br style=""color: rgb(0, 0, 0); font-family: Arial, Helvetica, sans-serif; font-size: 16px;"" />
	<span style=""color: rgb(0, 0, 0); font-family: Arial, Helvetica, sans-serif; font-size: 16px;"">В таком халате приятно не только окунуться в мир спокойствия и уюта после рабочего дня, но и посвятить себя делам по дому. При этом вы всегда будете выглядеть привлекательной и женственной.</span><br style=""color: rgb(0, 0, 0); font-family: Arial, Helvetica, sans-serif; font-size: 16px;"" />
	<br style=""color: rgb(0, 0, 0); font-family: Arial, Helvetica, sans-serif; font-size: 16px;"" />
	<em style=""color: rgb(0, 0, 0); font-family: Arial, Helvetica, sans-serif; font-size: 16px;"">Размер товара на модели:&nbsp;<strong>42-44</strong>&nbsp;<br />
	Параметры модели:&nbsp;<strong>80-63-92</strong><br />
	Рост модели на фото:&nbsp;<strong>174</strong></em></p>
<p>Для женщин/Женские халаты/Велюровые халаты</p>",4620053207612,https://evateks.ru/foto/180758b.jpg https://evateks.ru/foto/180763b.jpg https://evateks.ru/foto/180762b.jpg https://evateks.ru/foto/180761b.jpg https://evateks.ru/foto/180760b.jpg https://evateks.ru/foto/180759b.jpg,1736.1,3960.0,,1,0.8,"",42-44,сапфировый,,"80% хлопок, 20% пэ",Россия,"E ""Curves""",EvaTeks,Evatek
Удлиненный велюровый халат Curves (E 383),"","<p style=""text-align: justify"">
	<span style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"">Этот удлиненный и, в то же время, легкий велюровый халат идеально сидит на любой фигуре, подчеркивая красивые женские изгибы. Полноценные удобные карманы, небольшие кокетливые разрезы по бокам, внутренние завязки для удобной и надежной фиксации на талии. Рукава 7/8, которые можно подвернуть на удобную длину. Шов внутренний, поэтому аккуратный внешний вид будет сохранен.</span><br style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"" />
	<br style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"" />
	<span style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"">В таком халате приятно не только окунуться в мир спокойствия и уюта после рабочего дня, но и посвятить себя делам по дому. При этом вы всегда будете выглядеть привлекательной и женственной.</span><br style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"" />
	<br style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"" />
	<em style=""color: rgb(0, 0, 0); font-size: 16px; font-family: Arial, Helvetica, sans-serif;"">Размер товара на модели:&nbsp;<strong>42-44</strong>&nbsp;<br />
	Параметры модели:&nbsp;<strong>80-63-92</strong><br />
	Рост модели на фото:&nbsp;<strong>174</strong></em></p>
<p>Для женщин/Женские халаты/Велюровые халаты</p>",4620053207537,https://evateks.ru/foto/180752b.jpg https://evateks.ru/foto/180757b.jpg https://evateks.ru/foto/180756b.jpg https://evateks.ru/foto/180755b.jpg https://evateks.ru/foto/180754b.jpg https://evateks.ru/foto/180753b.jpg,1736.1,3960.0,,4,0.8,"",42-44,изумрудный,,"80% хлопок, 20% пэ",Россия,"E ""Curves""",EvaTeks,Evatek
Элегантный велюровый халат из вискозы Passion (PM France 807),"","<p>
	<span style=""font-family: Arial, Helvetica, sans-serif; font-size: 16px;"">Этот шикарный удлиненный халат от бренда PECHE MONNAIE France создан из нежнейшего велюра. Использование вискозы в составе ткани дарит незабываемые тактильные ощущения, создает ощущение прохлады и идеальный комфорт.&nbsp;</span><br style=""font-family: Arial, Helvetica, sans-serif;"" />
	<br />
	<span style=""font-family: Arial, Helvetica, sans-serif; font-size: 16px;"">Халат подходит под любой тип фигуры благодаря идеальным лекалам. Удобные накладные карманы, свободный рукав с комфортной длиной 3/4, пояс, внутренние завязки для удобной фиксации на талии.&nbsp;</span><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 16px;"">Красивый глубокий цвет со &quot;струящимся&quot; переливом бирюзовых&nbsp;</span><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 16px;"">оттенков.</span><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 16px;"">&nbsp;</span><br />
	<br />
	<span style=""font-family: Arial, Helvetica, sans-serif; font-size: 16px;"">В этом шикарном халате приятно не только окунуться в мир спокойствия и домашнего уюта, но еще он идеально подойдет для встречи гостей. Вы всегда будете выглядеть элегантно и привлекательно!&nbsp;</span><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 16px; color: rgb(0, 0, 0);"">Чувствуйте себя богиней даже дома!</span></p>
<p style=""color: rgb(0, 0, 0); font-family: &quot;Times New Roman&quot;; font-size: medium;"">
	<span style=""font-size: 16px;""><span style=""font-family: Arial, Helvetica, sans-serif;""><em>Размер товара на модели:&nbsp;<strong>S&nbsp;</strong></em><br />
	<em>Параметры модели:&nbsp;</em><strong><em>89-62-91</em></strong><br />
	<em>Рост модели на фото:&nbsp;<strong>176</strong></em></span></span></p>
<p>Для женщин/Женские халаты/Велюровые халаты</p>",4620053202440,https://evateks.ru/foto/114889b.jpg https://evateks.ru/foto/113609b.jpg https://evateks.ru/foto/113608b.jpg https://evateks.ru/foto/113607b.jpg https://evateks.ru/foto/113606b.jpg https://evateks.ru/foto/113605b.jpg,2541.0,4130.0,,0,0.9,S,42-44,виридиан,,"56% вискоза, 24% хлопок, 20% пэ",Россия,"PM ""Passion""",PECHE MONNAIE,Evatek
Элегантный велюровый халат из вискозы Passion (PM France 807),"","<p>
	<span style=""font-family: Arial, Helvetica, sans-serif; font-size: 16px;"">Этот шикарный удлиненный халат от бренда PECHE MONNAIE France создан из нежнейшего велюра. Использование вискозы в составе ткани дарит незабываемые тактильные ощущения, создает ощущение прохлады и идеальный комфорт.&nbsp;</span><br style=""font-family: Arial, Helvetica, sans-serif;"" />
	<br />
	<span style=""font-family: Arial, Helvetica, sans-serif; font-size: 16px;"">Халат подходит под любой тип фигуры благодаря идеальным лекалам. Удобные накладные карманы, свободный рукав с комфортной длиной 3/4, пояс, внутренние завязки для удобной фиксации на талии.&nbsp;</span><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 16px;"">Красивый глубокий цвет со &quot;струящимся&quot; переливом бирюзовых&nbsp;</span><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 16px;"">оттенков.</span><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 16px;"">&nbsp;</span><br />
	<br />
	<span style=""font-family: Arial, Helvetica, sans-serif; font-size: 16px;"">В этом шикарном халате приятно не только окунуться в мир спокойствия и домашнего уюта, но еще он идеально подойдет для встречи гостей. Вы всегда будете выглядеть элегантно и привлекательно!&nbsp;</span><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 16px; color: rgb(0, 0, 0);"">Чувствуйте себя богиней даже дома!</span></p>
<p style=""color: rgb(0, 0, 0); font-family: &quot;Times New Roman&quot;; font-size: medium;"">
	<span style=""font-size: 16px;""><span style=""font-family: Arial, Helvetica, sans-serif;""><em>Размер товара на модели:&nbsp;<strong>S&nbsp;</strong></em><br />
	<em>Параметры модели:&nbsp;</em><strong><em>89-62-91</em></strong><br />
	<em>Рост модели на фото:&nbsp;<strong>176</strong></em></span></span></p>
<p>Для женщин/Женские халаты/Велюровые халаты</p>",4620053202457,https://evateks.ru/foto/114889b.jpg https://evateks.ru/foto/113609b.jpg https://evateks.ru/foto/113608b.jpg https://evateks.ru/foto/113607b.jpg https://evateks.ru/foto/113606b.jpg https://evateks.ru/foto/113605b.jpg,1801.8,4130.0,,0,0.9,M,46-48,виридиан,,"56% вискоза, 24% хлопок, 20% пэ",Россия,"PM ""Passion""",PECHE MONNAIE,Evatek
Элегантный велюровый халат из вискозы Passion (PM France 807),"","<p>
	<span style=""font-family: Arial, Helvetica, sans-serif; font-size: 16px;"">Этот шикарный удлиненный халат от бренда PECHE MONNAIE France создан из нежнейшего велюра. Использование вискозы в составе ткани дарит незабываемые тактильные ощущения, создает ощущение прохлады и идеальный комфорт.&nbsp;</span><br style=""font-family: Arial, Helvetica, sans-serif;"" />
	<br />
	<span style=""font-family: Arial, Helvetica, sans-serif; font-size: 16px;"">Халат подходит под любой тип фигуры благодаря идеальным лекалам. Удобные накладные карманы, свободный рукав с комфортной длиной 3/4, пояс, внутренние завязки для удобной фиксации на талии.&nbsp;</span><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 16px;"">Красивый глубокий цвет со &quot;струящимся&quot; переливом бирюзовых&nbsp;</span><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 16px;"">оттенков.</span><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 16px;"">&nbsp;</span><br />
	<br />
	<span style=""font-family: Arial, Helvetica, sans-serif; font-size: 16px;"">В этом шикарном халате приятно не только окунуться в мир спокойствия и домашнего уюта, но еще он идеально подойдет для встречи гостей. Вы всегда будете выглядеть элегантно и привлекательно!&nbsp;</span><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 16px; color: rgb(0, 0, 0);"">Чувствуйте себя богиней даже дома!</span></p>
<p style=""color: rgb(0, 0, 0); font-family: &quot;Times New Roman&quot;; font-size: medium;"">
	<span style=""font-size: 16px;""><span style=""font-family: Arial, Helvetica, sans-serif;""><em>Размер товара на модели:&nbsp;<strong>S&nbsp;</strong></em><br />
	<em>Параметры модели:&nbsp;</em><strong><em>89-62-91</em></strong><br />
	<em>Рост модели на фото:&nbsp;<strong>176</strong></em></span></span></p>
<p>Для женщин/Женские халаты/Велюровые халаты</p>",4620053202464,https://evateks.ru/foto/114889b.jpg https://evateks.ru/foto/113609b.jpg https://evateks.ru/foto/113608b.jpg https://evateks.ru/foto/113607b.jpg https://evateks.ru/foto/113606b.jpg https://evateks.ru/foto/113605b.jpg,1801.8,4130.0,,0,0.9,L,48-50,виридиан,,"56% вискоза, 24% хлопок, 20% пэ",Россия,"PM ""Passion""",PECHE MONNAIE,Evatek
